 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
05:50 30.12.2019 	 2,22 	 2,77 	 2,79 	 2 	 4 	 289 	 1007 	 1,3 	  
05:40 30.12.2019 	 2,12 	 2,59 	 2,61 	 2 	 3 	 294 	 1007 	 1,1 	  
05:30 30.12.2019 	 2,02 	 2,59 	 2,62 	 2 	 4 	 289 	 1007 	 0,8 	  
05:20 30.12.2019 	 1,91 	 2,41 	 2,43 	 2 	 3 	 297 	 1006 	 0,7 	  
05:10 30.12.2019 	 1,82 	 2,3 	 2,33 	 1 	 2 	 288 	 1006 	 0,6 	  
05:00 30.12.2019 	 1,71 	 2,25 	 2,27 	 1 	 2 	 309 	 1006 	 0,9 	  
04:50 30.12.2019 	 1,61 	 2,07 	 2,09 	 2 	 3 	 325 	 1006 	 0,7 	  
04:40 30.12.2019 	 1,51 	 2,05 	 2,07 	 1 	 2 	 338 	 1005 	 0,1 	  
04:30 30.12.2019 	 1,41 	 1,89 	 1,92 	 1 	 3 	 315 	 1005 	 -0,2 	  
04:20 30.12.2019 	 1,31 	 1,8 	 1,83 	 0 	 1 	 289 	 1005 	 -0,1 	  
04:10 30.12.2019 	 1,22 	 1,74 	 1,76 	 0 	 1 	 307 	 1005 	 -0,1 	  
04:00 30.12.2019 	 1,14 	 1,65 	 1,67 	 1 	 2 	 292 	 1005 	 -0,1 	  
03:50 30.12.2019 	 1,06 	 1,54 	 1,56 	 1 	 2 	 317 	 1004 	 -0,1 	  
03:40 30.12.2019 	 0,98 	 1,5 	 1,52 	 1 	 2 	 325 	 1004 	 0,7 	  
03:30 30.12.2019 	 0,9 	 1,43 	 1,45 	 0 	 1 	 272 	 1004 	 0,8 	  
03:20 30.12.2019 	 0,84 	 1,33 	 1,35 	 1 	 1 	 20 	 1004 	 0,4 	  
03:10 30.12.2019 	 0,78 	 1,33 	 1,35 	 1 	 2 	 336 	 1004 	 0,6 	  
03:00 30.12.2019 	 0,74 	 1,29 	 1,31 	 1 	 2 	 332 	 1003 	 0,9 	  
02:50 30.12.2019 	 0,7 	 1,21 	 1,23 	 1 	 1 	 339 	 1003 	 1 	  
02:40 30.12.2019 	 0,66 	 1,25 	 1,26 	 1 	 1 	 350 	 1003 	 1,1 	  
02:30 30.12.2019 	 0,64 	 1,15 	 1,17 	 1 	 3 	 347 	 1003 	 1,2 	  
02:20 30.12.2019 	 0,62 	 1,14 	 1,16 	 2 	 3 	 315 	 1003 	 1,5 	  
02:10 30.12.2019 	 0,62 	 1,15 	 1,17 	 3 	 4 	 320 	 1003 	 1,3 	  
02:00 30.12.2019 	 0,62 	 1,21 	 1,22 	 3 	 5 	 325 	 1003 	 1,5 	  
01:50 30.12.2019 	 0,63 	 1,21 	 1,23 	 3 	 5 	 317 	 1002 	 1,5 	  
01:40 30.12.2019 	 0,66 	 1,18 	 1,2 	 2 	 4 	 315 	 1002 	 1,4 	  
01:30 30.12.2019 	 0,68 	 1,34 	 1,36 	 2 	 3 	 317 	 1002 	 1,7 	  
01:20 30.12.2019 	 0,72 	 1,23 	 1,25 	 3 	 4 	 318 	 1002 	 1,7 	  
01:10 30.12.2019 	 0,77 	 1,42 	 1,44 	 3 	 4 	 319 	 1002 	 1,9 	  
01:00 30.12.2019 	 0,82 	 1,41 	 1,43 	 3 	 4 	 325 	 1001 	 1,8 	  
00:50 30.12.2019 	 0,89 	 1,44 	 1,46 	 3 	 4 	 326 	 1001 	 1,8 	  
00:40 30.12.2019 	 0,95 	 1,59 	 1,61 	 3 	 4 	 326 	 1001 	 1,9 	  
00:30 30.12.2019 	 1,03 	 1,56 	 1,58 	 3 	 5 	 325 	 1001 	 1,9 	  
00:20 30.12.2019 	 1,11 	 1,77 	 1,79 	 3 	 5 	 330 	 1001 	 2,3 	  
00:10 30.12.2019 	 1,2 	 1,79 	 1,82 	 3 	 6 	 323 	 1000 	 2,1 	  
00:00 30.12.2019 	 1,29 	 1,85 	 1,87 	 3 	 4 	 319 	 1000 	 1,9 	  
23:50 29.12.2019 	 1,38 	 2,05 	 2,07 	 3 	 4 	 319 	 1000 	 1,8 	  
23:40 29.12.2019 	 1,47 	 2,06 	 2,08 	 3 	 6 	 323 	 1000 	 2,2 	  
23:30 29.12.2019 	 1,57 	 2,24 	 2,27 	 3 	 4 	 320 	 999 	 1,8 	  
23:20 29.12.2019 	 1,66 	 2,3 	 2,33 	 3 	 4 	 319 	 999 	 1,7 	  
23:10 29.12.2019 	 1,77 	 2,37 	 2,4 	 3 	 6 	 324 	 999 	 2,1 	  
23:00 29.12.2019 	 1,86 	 2,53 	 2,55 	 3 	 6 	 321 	 999 	 1,9 	  
22:50 29.12.2019 	 1,96 	 2,61 	 2,63 	 4 	 8 	 326 	 999 	 2 	  
22:40 29.12.2019 	 2,05 	 2,69 	 2,72 	 5 	 8 	 332 	 998 	 2,5 	  
22:30 29.12.2019 	 2,14 	 2,79 	 2,82 	 4 	 7 	 327 	 998 	 2,2 	  
22:20 29.12.2019 	 2,23 	 2,93 	 2,96 	 4 	 6 	 325 	 998 	 1,9 	  
22:10 29.12.2019 	 2,31 	 2,94 	 2,96 	 4 	 7 	 325 	 998 	 2,1 	  
22:00 29.12.2019 	 2,39 	 3,09 	 3,11 	 3 	 6 	 320 	 997 	 1,9 	  
21:50 29.12.2019 	 2,46 	 3,11 	 3,14 	 4 	 6 	 321 	 997 	 1,9 	  
21:40 29.12.2019 	 2,54 	 3,19 	 3,21 	 4 	 5 	 325 	 997 	 1,9 	  
21:30 29.12.2019 	 2,6 	 3,28 	 3,31 	 4 	 6 	 326 	 997 	 1,9 	  
21:20 29.12.2019 	 2,66 	 3,29 	 3,32 	 3 	 6 	 319 	 996 	 2 	  
21:10 29.12.2019 	 2,7 	 3,45 	 3,48 	 3 	 5 	 314 	 996 	 2 	  
21:00 29.12.2019 	 2,75 	 3,45 	 3,47 	 3 	 5 	 315 	 996 	 1,8 	  
20:50 29.12.2019 	 2,79 	 3,4 	 3,43 	 4 	 6 	 320 	 995 	 1,5 	  
20:40 29.12.2019 	 2,82 	 3,51 	 3,54 	 4 	 6 	 317 	 995 	 1,7 	  
20:30 29.12.2019 	 2,84 	 3,48 	 3,51 	 4 	 6 	 321 	 995 	 1,8 	  
20:20 29.12.2019 	 2,86 	 3,47 	 3,5 	 4 	 7 	 321 	 995 	 1,8 	  
20:10 29.12.2019 	 2,86 	 3,53 	 3,56 	 4 	 7 	 316 	 995 	 2 	  
20:00 29.12.2019 	 2,86 	 3,5 	 3,53 	 4 	 7 	 318 	 994 	 1,9 	  
19:50 29.12.2019 	 2,85 	 3,47 	 3,5 	 4 	 8 	 315 	 994 	 2 	  
19:40 29.12.2019 	 2,83 	 3,46 	 3,49 	 4 	 6 	 309 	 994 	 2 	  
19:30 29.12.2019 	 2,81 	 3,46 	 3,49 	 4 	 7 	 310 	 993 	 2 	  
19:20 29.12.2019 	 2,78 	 3,45 	 3,48 	 4 	 9 	 310 	 993 	 2,1 	  
19:10 29.12.2019 	 2,74 	 3,41 	 3,44 	 4 	 6 	 305 	 992 	 1,8 	  
19:00 29.12.2019 	 2,69 	 3,34 	 3,37 	 4 	 6 	 303 	 992 	 1,7 	  
18:50 29.12.2019 	 2,63 	 3,31 	 3,34 	 4 	 7 	 313 	 992 	 1,9 	  
18:40 29.12.2019 	 2,58 	 3,2 	 3,22 	 4 	 7 	 319 	 991 	 1,7 	  
18:30 29.12.2019 	 2,5 	 3,15 	 3,18 	 4 	 7 	 318 	 991 	 1,8 	  
18:20 29.12.2019 	 2,43 	 3,06 	 3,08 	 5 	 9 	 319 	 991 	 1,9 	  
18:10 29.12.2019 	 2,35 	 2,96 	 2,99 	 5 	 9 	 322 	 990 	 1,8 	  
18:00 29.12.2019 	 2,27 	 2,87 	 2,9 	 6 	 10 	 326 	 990 	 1,9 	  
17:50 29.12.2019 	 2,18 	 2,81 	 2,84 	 6 	 10 	 324 	 989 	 1,7 	  
17:40 29.12.2019 	 2,09 	 2,71 	 2,73 	 7 	 9 	 324 	 989 	 1,8 	  
17:30 29.12.2019 	 1,99 	 2,63 	 2,66 	 6 	 10 	 323 	 988 	 1,9 	  
17:20 29.12.2019 	 1,9 	 2,53 	 2,56 	 6 	 9 	 322 	 988 	 1,9 	  
17:10 29.12.2019 	 1,8 	 2,43 	 2,46 	 7 	 12 	 324 	 987 	 2 	  
17:00 29.12.2019 	 1,7 	 2,39 	 2,42 	 7 	 11 	 325 	 987 	 2 	  
16:50 29.12.2019 	 1,6 	 2,28 	 2,3 	 8 	 13 	 325 	 986 	 2,3 	  
16:40 29.12.2019 	 1,5 	 2,16 	 2,18 	 6 	 11 	 322 	 986 	 1,8 	  
16:30 29.12.2019 	 1,4 	 2,08 	 2,1 	 9 	 14 	 327 	 986 	 2,4 	  
16:20 29.12.2019 	 1,3 	 2 	 2,02 	 10 	 16 	 329 	 985 	 2,5 	  
16:10 29.12.2019 	 1,21 	 1,89 	 1,91 	 9 	 17 	 331 	 985 	 2,7 	  
16:00 29.12.2019 	 1,12 	 1,87 	 1,89 	 9 	 16 	 329 	 985 	 2,6 	  
15:50 29.12.2019 	 1,03 	 1,71 	 1,73 	 9 	 14 	 328 	 985 	 2,6 	  
15:40 29.12.2019 	 0,95 	 1,74 	 1,77 	 9 	 13 	 329 	 984 	 2,7 	  
15:30 29.12.2019 	 0,87 	 1,59 	 1,61 	 9 	 14 	 331 	 984 	 2,6 	  
15:20 29.12.2019 	 0,81 	 1,61 	 1,63 	 9 	 15 	 332 	 984 	 2,6 	  
15:10 29.12.2019 	 0,74 	 1,5 	 1,52 	 9 	 15 	 331 	 983 	 2,7 	  
15:00 29.12.2019 	 0,69 	 1,54 	 1,56 	 9 	 14 	 331 	 983 	 2,7 	  
14:50 29.12.2019 	 0,65 	 1,49 	 1,51 	 9 	 14 	 334 	 983 	 2,6 	  
14:40 29.12.2019 	 0,61 	 1,45 	 1,47 	 9 	 15 	 335 	 982 	 2,6 	  
14:30 29.12.2019 	 0,58 	 1,41 	 1,43 	 9 	 15 	 339 	 982 	 2,6 	  
14:20 29.12.2019 	 0,56 	 1,49 	 1,51 	 7 	 13 	 340 	 982 	 2,5 	  
14:10 29.12.2019 	 0,55 	 1,4 	 1,42 	 7 	 12 	 339 	 982 	 2,4 	  
14:00 29.12.2019 	 0,55 	 1,43 	 1,45 	 8 	 14 	 335 	 982 	 2,4 	  
13:50 29.12.2019 	 0,56 	 1,41 	 1,43 	 7 	 13 	 339 	 982 	 2,4 	  
13:40 29.12.2019 	 0,58 	 1,52 	 1,54 	 7 	 15 	 334 	 981 	 2,8 	  
13:30 29.12.2019 	 0,61 	 1,49 	 1,51 	 6 	 10 	 338 	 981 	 3,1 	  
13:20 29.12.2019 	 0,65 	 1,62 	 1,64 	 6 	 10 	 337 	 981 	 3,1 	  
13:10 29.12.2019 	 0,7 	 1,63 	 1,65 	 5 	 9 	 340 	 981 	 3,2 	  
13:00 29.12.2019 	 0,76 	 1,69 	 1,71 	 4 	 8 	 349 	 980 	 2,8 	  
12:50 29.12.2019 	 0,82 	 1,76 	 1,78 	 5 	 9 	 359 	 980 	 2,7 	  
12:40 29.12.2019 	 0,9 	 1,83 	 1,85 	 4 	 7 	 349 	 980 	 2,6 	  
12:30 29.12.2019 	 0,98 	 1,91 	 1,93 	 4 	 9 	 351 	 980 	 2,7 	  
12:20 29.12.2019 	 1,06 	 2,04 	 2,06 	 4 	 8 	 353 	 980 	 2,9 	  
12:10 29.12.2019 	 1,16 	 2,07 	 2,09 	 5 	 10 	 356 	 980 	 3,1 	  
12:00 29.12.2019 	 1,26 	 2,21 	 2,24 	 4 	 9 	 354 	 980 	 2,9 	  
11:50 29.12.2019 	 1,37 	 2,29 	 2,32 	 5 	 11 	 360 	 979 	 3,1 	  
11:40 29.12.2019 	 1,47 	 2,44 	 2,47 	 6 	 11 	 3 	 979 	 3 	  
11:30 29.12.2019 	 1,58 	 2,48 	 2,51 	 5 	 10 	 357 	 979 	 2,7 	  
11:20 29.12.2019 	 1,7 	 2,63 	 2,66 	 5 	 10 	 1 	 979 	 2,7 	  
11:10 29.12.2019 	 1,81 	 2,73 	 2,75 	 5 	 13 	 3 	 979 	 2,8 	  
11:00 29.12.2019 	 1,92 	 2,86 	 2,89 	 5 	 13 	 4 	 979 	 2,9 	  
10:50 29.12.2019 	 2,03 	 2,97 	 2,99 	 6 	 12 	 7 	 979 	 2,7 	  
10:40 29.12.2019 	 2,14 	 3,02 	 3,05 	 6 	 12 	 6 	 979 	 2,7 	  
10:30 29.12.2019 	 2,25 	 3,19 	 3,22 	 6 	 11 	 6 	 979 	 2,6 	  
10:20 29.12.2019 	 2,35 	 3,32 	 3,34 	 5 	 11 	 8 	 979 	 2,6 	  
10:10 29.12.2019 	 2,46 	 3,3 	 3,33 	 6 	 13 	 13 	 979 	 2,7 	  
10:00 29.12.2019 	 2,55 	 3,47 	 3,5 	 7 	 12 	 15 	 979 	 2,9 	  
09:50 29.12.2019 	 2,64 	 3,59 	 3,62 	 6 	 12 	 7 	 979 	 2,9 	  
09:40 29.12.2019 	 2,73 	 3,57 	 3,6 	 5 	 12 	 5 	 979 	 2,8 	  
09:30 29.12.2019 	 2,81 	 3,73 	 3,76 	 6 	 12 	 7 	 979 	 2,7 	  
09:20 29.12.2019 	 2,88 	 3,82 	 3,85 	 6 	 12 	 8 	 979 	 2,6 	  
09:10 29.12.2019 	 2,95 	 3,82 	 3,85 	 5 	 12 	 6 	 979 	 2,6 	  
09:00 29.12.2019 	 3,01 	 3,92 	 3,95 	 5 	 12 	 5 	 979 	 2,6 	  
08:50 29.12.2019 	 3,06 	 3,96 	 3,99 	 4 	 11 	 3 	 980 	 2,3 	  
08:40 29.12.2019 	 3,11 	 4 	 4,03 	 5 	 10 	 8 	 980 	 2,5 	  
08:30 29.12.2019 	 3,14 	 3,97 	 4 	 4 	 10 	 7 	 980 	 2,6 	  
08:20 29.12.2019 	 3,18 	 4,09 	 4,12 	 3 	 10 	 1 	 980 	 2,6 	  
08:10 29.12.2019 	 3,2 	 4,04 	 4,07 	 4 	 10 	 8 	 980 	 2,9 	  
08:00 29.12.2019 	 3,21 	 4,06 	 4,09 	 4 	 9 	 7 	 980 	 2,8 	  
07:50 29.12.2019 	 3,22 	 4,12 	 4,15 	 5 	 10 	 5 	 980 	 2,8 	  
07:40 29.12.2019 	 3,21 	 4,06 	 4,09 	 4 	 12 	 7 	 980 	 3 	  
07:30 29.12.2019 	 3,2 	 4,04 	 4,07 	 4 	 11 	 5 	 980 	 2,7 	  
07:20 29.12.2019 	 3,18 	 4,01 	 4,04 	 4 	 11 	 5 	 981 	 2,7 	  
07:10 29.12.2019 	 3,14 	 3,99 	 4,01 	 7 	 12 	 25 	 981 	 2,9 	  
07:00 29.12.2019 	 3,11 	 3,94 	 3,97 	 6 	 11 	 15 	 981 	 3,3 	  
06:50 29.12.2019 	 3,06 	 3,91 	 3,94 	 5 	 10 	 5 	 981 	 3,3 	  
06:40 29.12.2019 	 3,01 	 3,74 	 3,77 	 3 	 9 	 4 	 981 	 3,2 	  
06:30 29.12.2019 	 2,95 	 3,69 	 3,72 	 3 	 9 	 5 	 981 	 3,3 	  
06:20 29.12.2019 	 2,88 	 3,68 	 3,71 	 4 	 9 	 5 	 982 	 3,4 	  
06:10 29.12.2019 	 2,81 	 3,57 	 3,59 	 5 	 10 	 6 	 982 	 3,6 	  
06:00 29.12.2019 	 2,72 	 3,41 	 3,43 	 5 	 10 	 7 	 982 	 3,5 	  
05:50 29.12.2019 	 2,63 	 3,34 	 3,37 	 5 	 11 	 8 	 982 	 3,5 	  
05:40 29.12.2019 	 2,54 	 3,26 	 3,29 	 5 	 10 	 10 	 982 	 3,6 	  
05:30 29.12.2019 	 2,45 	 3,09 	 3,12 	 6 	 11 	 7 	 982 	 3,8 	  
05:20 29.12.2019 	 2,34 	 3,08 	 3,11 	 6 	 11 	 9 	 982 	 3,7 	  
05:10 29.12.2019 	 2,24 	 2,9 	 2,92 	 6 	 11 	 8 	 982 	 3,8 	  
05:00 29.12.2019 	 2,13 	 2,84 	 2,86 	 6 	 10 	 10 	 982 	 3,8 	  
04:50 29.12.2019 	 2,02 	 2,68 	 2,7 	 9 	 13 	 30 	 983 	 4,1 	  
04:40 29.12.2019 	 1,9 	 2,53 	 2,55 	 8 	 12 	 28 	 983 	 4,1 	  
04:30 29.12.2019 	 1,79 	 2,49 	 2,51 	 6 	 11 	 11 	 983 	 3,8 	  
04:20 29.12.2019 	 1,68 	 2,28 	 2,3 	 6 	 10 	 10 	 983 	 3,8 	  
04:10 29.12.2019 	 1,57 	 2,2 	 2,22 	 5 	 9 	 16 	 984 	 3,8 	  
04:00 29.12.2019 	 1,46 	 2,09 	 2,11 	 6 	 10 	 24 	 984 	 3,8 	  
03:50 29.12.2019 	 1,35 	 2 	 2,03 	 6 	 10 	 31 	 984 	 4,4 	  
03:40 29.12.2019 	 1,25 	 1,88 	 1,9 	 6 	 9 	 28 	 984 	 4,5 	  
03:30 29.12.2019 	 1,15 	 1,8 	 1,82 	 6 	 9 	 30 	 985 	 4,4 	  
03:20 29.12.2019 	 1,06 	 1,7 	 1,72 	 6 	 8 	 28 	 985 	 4,5 	  
03:10 29.12.2019 	 0,97 	 1,63 	 1,65 	 5 	 8 	 26 	 985 	 4,5 	  
03:00 29.12.2019 	 0,88 	 1,48 	 1,5 	 5 	 8 	 27 	 986 	 4,6 	  
02:50 29.12.2019 	 0,81 	 1,51 	 1,53 	 6 	 8 	 30 	 986 	 4,9 	  
02:40 29.12.2019 	 0,74 	 1,34 	 1,36 	 6 	 8 	 33 	 986 	 5 	  
02:30 29.12.2019 	 0,68 	 1,35 	 1,37 	 6 	 8 	 35 	 986 	 5,1 	  
02:20 29.12.2019 	 0,62 	 1,27 	 1,29 	 6 	 9 	 32 	 986 	 5,1 	  
02:10 29.12.2019 	 0,58 	 1,23 	 1,25 	 4 	 6 	 15 	 987 	 4,4 	  
02:00 29.12.2019 	 0,55 	 1,21 	 1,23 	 6 	 10 	 40 	 987 	 5,4 	  
01:50 29.12.2019 	 0,53 	 1,22 	 1,23 	 7 	 9 	 50 	 987 	 6,3 	  
01:40 29.12.2019 	 0,51 	 1,17 	 1,19 	 7 	 10 	 49 	 987 	 6,4 	  
01:30 29.12.2019 	 0,5 	 1,21 	 1,22 	 6 	 9 	 56 	 988 	 5,9 	  
01:20 29.12.2019 	 0,51 	 1,18 	 1,19 	 7 	 9 	 62 	 988 	 5,9 	  
01:10 29.12.2019 	 0,53 	 1,21 	 1,23 	 8 	 11 	 70 	 988 	 5,9 	  
01:00 29.12.2019 	 0,55 	 1,23 	 1,24 	 8 	 11 	 72 	 989 	 5,9 	  
00:50 29.12.2019 	 0,59 	 1,33 	 1,35 	 8 	 11 	 69 	 989 	 5,8 	  
00:40 29.12.2019 	 0,63 	 1,28 	 1,3 	 8 	 11 	 65 	 989 	 5,9 	  
00:30 29.12.2019 	 0,69 	 1,41 	 1,42 	 8 	 11 	 69 	 989 	 5,7 	  
00:20 29.12.2019 	 0,75 	 1,42 	 1,43 	 9 	 12 	 73 	 990 	 5,8 	  
00:10 29.12.2019 	 0,82 	 1,49 	 1,51 	 8 	 10 	 73 	 990 	 5,4 	  
00:00 29.12.2019 	 0,9 	 1,59 	 1,61 	 8 	 11 	 75 	 991 	 5,3 	  
23:50 28.12.2019 	 0,98 	 1,61 	 1,63 	 8 	 10 	 70 	 991 	 4,9 	  
23:40 28.12.2019 	 1,07 	 1,82 	 1,84 	 8 	 11 	 75 	 991 	 4,8 	  
23:30 28.12.2019 	 1,16 	 1,84 	 1,86 	 8 	 11 	 77 	 992 	 4,9 	  
23:20 28.12.2019 	 1,26 	 1,97 	 1,99 	 8 	 10 	 75 	 992 	 4,6 	  
23:10 28.12.2019 	 1,36 	 2,09 	 2,12 	 7 	 10 	 74 	 992 	 4,6 	  
23:00 28.12.2019 	 1,46 	 2,15 	 2,17 	 7 	 10 	 76 	 992 	 4,6 	  
22:50 28.12.2019 	 1,57 	 2,33 	 2,35 	 7 	 10 	 78 	 993 	 4,7 	  
22:40 28.12.2019 	 1,68 	 2,33 	 2,36 	 8 	 10 	 82 	 993 	 4,7 	  
22:30 28.12.2019 	 1,78 	 2,56 	 2,58 	 7 	 9 	 80 	 993 	 4,7 	  
22:20 28.12.2019 	 1,89 	 2,57 	 2,59 	 7 	 10 	 78 	 994 	 4,5 	  
22:10 28.12.2019 	 1,99 	 2,69 	 2,72 	 7 	 9 	 75 	 994 	 4,6 	  
22:00 28.12.2019 	 2,09 	 2,78 	 2,81 	 6 	 9 	 78 	 994 	 4,5 	  
21:50 28.12.2019 	 2,19 	 2,87 	 2,9 	 7 	 8 	 81 	 994 	 4,5 	  
21:40 28.12.2019 	 2,28 	 2,98 	 3,01 	 6 	 8 	 78 	 995 	 4,6 	  
21:30 28.12.2019 	 2,37 	 3,05 	 3,08 	 6 	 8 	 79 	 995 	 4,8 	  
21:20 28.12.2019 	 2,46 	 3,17 	 3,2 	 6 	 8 	 84 	 995 	 4,7 	  
21:10 28.12.2019 	 2,54 	 3,21 	 3,24 	 5 	 7 	 79 	 995 	 4,8 	  
21:00 28.12.2019 	 2,61 	 3,32 	 3,35 	 5 	 7 	 75 	 995 	 4,8 	  
20:50 28.12.2019 	 2,67 	 3,36 	 3,38 	 5 	 7 	 71 	 995 	 4,9 	  
20:40 28.12.2019 	 2,74 	 3,44 	 3,47 	 5 	 6 	 75 	 995 	 4,9 	  
20:30 28.12.2019 	 2,79 	 3,47 	 3,49 	 4 	 6 	 77 	 995 	 4,8 	  
20:20 28.12.2019 	 2,83 	 3,52 	 3,55 	 4 	 5 	 72 	 996 	 4,9 	  
20:10 28.12.2019 	 2,87 	 3,54 	 3,57 	 4 	 5 	 74 	 996 	 4,8 	  
20:00 28.12.2019 	 2,9 	 3,57 	 3,6 	 4 	 6 	 69 	 996 	 4,7 	  
19:50 28.12.2019 	 2,93 	 3,54 	 3,57 	 4 	 6 	 71 	 996 	 4,6 	  
19:40 28.12.2019 	 2,94 	 3,6 	 3,63 	 5 	 6 	 73 	 996 	 4,6 	  
19:30 28.12.2019 	 2,94 	 3,6 	 3,63 	 5 	 6 	 77 	 996 	 4,3 	  
19:20 28.12.2019 	 2,94 	 3,58 	 3,61 	 5 	 6 	 73 	 997 	 4,2 	  
19:10 28.12.2019 	 2,94 	 3,61 	 3,63 	 5 	 6 	 70 	 997 	 4,3 	  
19:00 28.12.2019 	 2,92 	 3,55 	 3,58 	 4 	 5 	 79 	 997 	 4,6 	  
18:50 28.12.2019 	 2,89 	 3,51 	 3,53 	 4 	 5 	 82 	 997 	 4,6 	  
18:40 28.12.2019 	 2,86 	 3,51 	 3,54 	 4 	 5 	 77 	 997 	 4,5 	  
18:30 28.12.2019 	 2,81 	 3,44 	 3,47 	 5 	 6 	 72 	 997 	 4,6 	  
18:20 28.12.2019 	 2,76 	 3,34 	 3,37 	 5 	 6 	 77 	 997 	 4,1 	  
18:10 28.12.2019 	 2,7 	 3,35 	 3,38 	 5 	 6 	 76 	 997 	 4,1 	  
18:00 28.12.2019 	 2,63 	 3,22 	 3,25 	 5 	 6 	 81 	 997 	 4,2 	  
17:50 28.12.2019 	 2,56 	 3,17 	 3,2 	 5 	 6 	 83 	 997 	 4,1 	  
17:40 28.12.2019 	 2,48 	 3,07 	 3,09 	 4 	 5 	 86 	 997 	 4,2 	  
17:30 28.12.2019 	 2,39 	 2,95 	 2,98 	 4 	 4 	 78 	 997 	 4,2 	  
17:20 28.12.2019 	 2,3 	 2,83 	 2,86 	 3 	 4 	 82 	 997 	 4,2 	  
17:10 28.12.2019 	 2,21 	 2,74 	 2,76 	 1 	 3 	 74 	 997 	 4,1 	  
17:00 28.12.2019 	 2,1 	 2,72 	 2,75 	 1 	 2 	 30 	 997 	 3,9 	  
16:50 28.12.2019 	 2 	 2,55 	 2,57 	 2 	 3 	 38 	 997 	 4,1 	  
16:40 28.12.2019 	 1,9 	 2,5 	 2,52 	 2 	 3 	 68 	 997 	 4,1 	  
16:30 28.12.2019 	 1,78 	 2,35 	 2,37 	 2 	 3 	 51 	 997 	 4 	  
16:20 28.12.2019 	 1,68 	 2,2 	 2,22 	 3 	 4 	 61 	 996 	 4,1 	  
16:10 28.12.2019 	 1,57 	 2,14 	 2,16 	 3 	 4 	 71 	 996 	 4,1 	  
16:00 28.12.2019 	 1,46 	 2,06 	 2,08 	 3 	 4 	 73 	 996 	 3,9 	  
15:50 28.12.2019 	 1,35 	 1,89 	 1,91 	 3 	 4 	 86 	 996 	 3,9 	  
15:40 28.12.2019 	 1,25 	 1,89 	 1,91 	 3 	 4 	 84 	 996 	 3,8 	  
15:30 28.12.2019 	 1,15 	 1,74 	 1,76 	 3 	 4 	 85 	 996 	 3,8 	  
15:20 28.12.2019 	 1,06 	 1,7 	 1,72 	 3 	 3 	 81 	 996 	 3,7 	  
15:10 28.12.2019 	 0,96 	 1,62 	 1,64 	 3 	 4 	 78 	 996 	 3,7 	  
15:00 28.12.2019 	 0,87 	 1,52 	 1,54 	 3 	 4 	 83 	 996 	 3,8 	  
14:50 28.12.2019 	 0,79 	 1,45 	 1,47 	 3 	 4 	 104 	 996 	 3,6 	  
14:40 28.12.2019 	 0,72 	 1,44 	 1,45 	 3 	 4 	 84 	 996 	 3,6 	  
14:30 28.12.2019 	 0,66 	 1,34 	 1,35 	 3 	 4 	 84 	 996 	 3,5 	  
14:20 28.12.2019 	 0,6 	 1,31 	 1,32 	 3 	 4 	 87 	 996 	 3,5 	  
14:10 28.12.2019 	 0,55 	 1,28 	 1,29 	 3 	 4 	 93 	 996 	 3,4 	  
14:00 28.12.2019 	 0,51 	 1,25 	 1,27 	 4 	 5 	 93 	 996 	 3,4 	  
13:50 28.12.2019 	 0,49 	 1,24 	 1,26 	 4 	 5 	 90 	 995 	 3,3 	  
13:40 28.12.2019 	 0,46 	 1,25 	 1,27 	 3 	 5 	 96 	 995 	 3,5 	  
13:30 28.12.2019 	 0,46 	 1,2 	 1,22 	 3 	 4 	 97 	 995 	 3,6 	  
13:20 28.12.2019 	 0,46 	 1,24 	 1,26 	 3 	 5 	 85 	 995 	 3,6 	  
13:10 28.12.2019 	 0,47 	 1,26 	 1,27 	 4 	 5 	 83 	 995 	 3,9 	  
13:00 28.12.2019 	 0,5 	 1,26 	 1,27 	 3 	 4 	 87 	 995 	 3,9 	  
12:50 28.12.2019 	 0,53 	 1,3 	 1,32 	 4 	 5 	 84 	 995 	 3,9 	  
12:40 28.12.2019 	 0,58 	 1,42 	 1,43 	 4 	 5 	 82 	 995 	 4 	  
12:30 28.12.2019 	 0,63 	 1,42 	 1,43 	 3 	 5 	 87 	 995 	 4 	  
12:20 28.12.2019 	 0,7 	 1,54 	 1,55 	 4 	 5 	 83 	 995 	 3,9 	  
12:10 28.12.2019 	 0,77 	 1,57 	 1,58 	 5 	 6 	 79 	 994 	 3,9 	  
12:00 28.12.2019 	 0,85 	 1,68 	 1,7 	 5 	 6 	 85 	 994 	 4 	  
11:50 28.12.2019 	 0,94 	 1,74 	 1,75 	 5 	 6 	 93 	 994 	 4,1 	  
11:40 28.12.2019 	 1,03 	 1,87 	 1,89 	 4 	 6 	 95 	 994 	 4,2 	  
11:30 28.12.2019 	 1,14 	 1,94 	 1,96 	 5 	 6 	 89 	 994 	 4,3 	  
11:20 28.12.2019 	 1,24 	 2,05 	 2,07 	 5 	 7 	 84 	 994 	 4,3 	  
11:10 28.12.2019 	 1,35 	 2,22 	 2,24 	 6 	 8 	 81 	 993 	 4,6 	  
